Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
372,Statsminister Magdalena Andersson (S),,,0,,Bättre förutsättningar för kriminalitet att slå rot är svårt att tänka sig.,Better conditions for crime to take root are difficult to imagine.,0,3,
373,Statsminister Magdalena Andersson (S),,,0,,Det duger inte.,That&#39;s not enough.,1,3,
374,Statsminister Magdalena Andersson (S),,,0,,Därför vill regeringen att EBO ska avvecklas.,"Therefore, the government wants the EBO to be phased out.",2,3,
375,Statsminister Magdalena Andersson (S),,,1,NEED_CONTEXT,I går presenterade vi ytterligare viktiga steg på vägen dit.,Yesterday we presented further important steps on the way there.,3,3,
376,Statsminister Magdalena Andersson (S),,,0,,Genom nya långtgående tilläggsdirektiv till den utredning som redan jobbar ska avvecklingen av EBO fortsätta.,"Through new far-reaching supplementary directives to the investigation that is already working, the phase-out of EBO will continue.",4,3,
377,Statsminister Magdalena Andersson (S),,,1,,Målet är att asylsökande ska bo i kommunala mottagningscenter och därefter fördelas jämnt över hela vårt land.,The goal is for asylum seekers to live in municipal reception centers and then be evenly distributed throughout our country.,0,4,
378,Statsminister Magdalena Andersson (S),,,0,,"Segregationen ska knäckas, och alla behöver bidra i det arbetet.","Segregation must be broken, and everyone needs to contribute to that work.",1,4,
379,Statsminister Magdalena Andersson (S),,,0,,En avveckling av EBO kommer att stärka kommunernas möjlighet att göra det.,A phase-out of EBO will strengthen the municipalities&#39; ability to do so.,2,4,
380,Statsminister Magdalena Andersson (S),,,0,,(Applåder),(Applause),0,5,
381,Ulf Kristersson (M),,,0,,Fru talman!,Madam President!,0,0,
382,Ulf Kristersson (M),,,1,,De senaste fem åren har Sverige utsatts för 1 672 skjutningar.,"In the last five years, Sweden has been subjected to 1,672 shootings.",1,0,
383,Ulf Kristersson (M),,,0,,"Statsministern ska nu efter sju år i regeringen börja vända på varje sten för att knäcka gängen, och under den allra första stenen hittar hon Morgan Johansson.","After seven years in the government, the Prime Minister will now start turning every stone to break the gangs, and under the very first stone she will find Morgan Johansson.",2,0,
384,Ulf Kristersson (M),,,1,,Det har varit 1 672 skjutningar under de år som Magdalena Andersson har varit finansminister och haft samlat ansvar för regeringens hela politik.,"There have been 1,672 shootings during the years that Magdalena Andersson has been Minister of Finance and had overall responsibility for the government&#39;s entire policy.",0,1,
385,Ulf Kristersson (M),,,1,,"Man har röstat nej till höjda polislöner, nej till resurser till åklagarna, nej till anonyma vittnen, nej till visitationszoner, nej till dubbla straff för gängkriminella och nej till att slopa generell straffrabatt för ungdomar.","They have voted no to higher police salaries, no to resources for prosecutors, no to anonymous witnesses, no to visitation zones, no to double penalties for gang criminals and no to abolishing the general penalty rebate for young people.",1,1,
386,Ulf Kristersson (M),,,1,NEED_CONTEXT,Man har röstat nej till allt det som har funkat i Danmark.,They have voted no to everything that has worked in Denmark.,2,1,
387,Ulf Kristersson (M),,,0,,Varför tog inte regeringen itu med den grova brottsligheten under de gångna sju åren?,Why did the government not address the serious crime of the past seven years?,0,2,
388,Ulf Kristersson (M),,,0,,Var allting verkligen bara Miljöpartiets fel?,Was everything really just the Green Party&#39;s fault?,1,2,
389,Ulf Kristersson (M),,,0,,(Applåder),(Applause),0,3,
390,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
391,Statsminister Magdalena Andersson (S),,,1,,Regeringen har genomfört en rekordstor utbyggnad av polisen och hela rättsväsendet.,The government has carried out a record-breaking expansion of the police and the entire judiciary.,1,0,
392,Statsminister Magdalena Andersson (S),,,1,,"Vi har skärpt straffen för en lång rad brott, och vi har därutöver kriminaliserat en lång rad handlingar som tidigare har varit ostraffade.","We have sharpened the penalties for a long list of crimes, and we have also criminalized a long list of acts that have previously been unpunished.",2,0,
393,Statsminister Magdalena Andersson (S),,,0,,Vi har också kunnat se att det har haft effekt.,We have also been able to see that it has had an effect.,0,1,
394,Statsminister Magdalena Andersson (S),,,1,,Många gängkriminella sitter nu bakom lås och bom.,Many gang criminals are now behind bars.,1,1,
395,Statsminister Magdalena Andersson (S),,,1,,Det vi ser är i stället att nya generationer rekryteras in i kriminalitet.,What we see is instead that new generations are being recruited into crime.,2,1,
396,Statsminister Magdalena Andersson (S),,,0,,Då är det uppenbart att mer behöver göras.,Then it is obvious that more needs to be done.,3,1,
397,Statsminister Magdalena Andersson (S),,,0,,"Jag räds inte att ytterligare skärpa straffen, ge polisen nya verktyg och fortsätta utbyggnaden av polisen.","I am not afraid to further tighten the penalties, give the police new tools and continue the expansion of the police.",0,2,
398,Statsminister Magdalena Andersson (S),,,0,,Men jag ser också att vi måste bryta nyrekryteringen.,But I also see that we need to break new recruitment.,1,2,
399,Statsminister Magdalena Andersson (S),,,0,,Där är segregationen och den bristande integrationen helt avgörande.,"There, segregation and the lack of integration are absolutely crucial.",2,2,
400,Statsminister Magdalena Andersson (S),,,0,,Här vill jag vända på varje sten.,Here I want to turn every stone.,0,3,
401,Statsminister Magdalena Andersson (S),,,0,,Men jag konstaterar att Moderaterna står utan politik.,But I note that the Moderates are without politics.,1,3,
402,Statsminister Magdalena Andersson (S),,,0,,(Applåder),(Applause),0,4,
403,Ulf Kristersson (M),,,0,,Fru talman!,Madam President!,0,0,
404,Ulf Kristersson (M),,,0,,Vad bra att statsministern tar upp frågan om poliserna.,What a good thing that the Prime Minister is raising the issue of the police.,1,0,
405,Ulf Kristersson (M),,,1,,För fem år sedan lanserade Magdalena Andersson och Anders Ygeman regeringens polismål.,"Five years ago, Magdalena Andersson and Anders Ygeman launched the government&#39;s police target.",2,0,
406,Ulf Kristersson (M),,,1,,Det ska finnas 10 000 fler polisanställda senast 2024.,"There will be 10,000 more police employees by 2024.",3,0,
407,Ulf Kristersson (M),,,1,,Var tredje polis söker nu aktivt efter ett annat jobb.,Every third police officer is now actively looking for another job.,0,1,
408,Ulf Kristersson (M),,,1,,Hundratals platser på polisutbildningen står helt tomma.,Hundreds of places in police training are completely empty.,1,1,
409,Ulf Kristersson (M),,,1,,Enligt en helt ny utredning från riksdagens utredningstjänst kommer målet inte att nås förrän tidigast 2032 på grund av dagens låga intagning till polisutbildningen.,"According to a completely new investigation from the Riksdag&#39;s investigation service, the goal will not be reached until 2032 at the earliest due to today&#39;s low admission to police training.",2,1,
410,Ulf Kristersson (M),,,0,OPINION,En stark poliskår är en förutsättning för att bekämpa den grova brottsligheten.,A strong police force is a prerequisite for combating serious crime.,0,2,
411,Ulf Kristersson (M),,,0,,"Men Magdalena Andersson är emot höjda polislöner, emot att återinföra betalad polisutbildning och emot att kraftigt skärpa straffen för dem som angriper polisen i sin vardag.","But Magdalena Andersson is against increased police salaries, against the reintroduction of paid police training and against sharply sharpening the penalties for those who attack the police in their everyday lives.",1,2,
412,Ulf Kristersson (M),,,0,,Vi kan inte vänta tio år till på fler poliser.,We can not wait another ten years for more police officers.,0,3,
413,Ulf Kristersson (M),,,0,,En ny regering efter valet kommer att ta tag i den här frågan.,A new government after the election will address this issue.,1,3,
414,Ulf Kristersson (M),,,0,,(Applåder),(Applause),0,4,
415,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
416,Statsminister Magdalena Andersson (S),,,1,,Regeringen har kraftigt ökat antalet utbildningsplatser på polisutbildningen efter de dramatiska nedskärningarna som skedde under Ulf Kristerssons tid i regeringen under alliansregeringen.,The government has sharply increased the number of training places in police training after the dramatic cuts that took place during Ulf Kristersson&#39;s time in the government during the coalition government.,1,0,
417,Statsminister Magdalena Andersson (S),,,0,,Det är jag stolt över.,I&#39;m proud of that.,2,0,
418,Statsminister Magdalena Andersson (S),,,1,,Vi har öppnat nya polishögskolor.,We have opened new police colleges.,0,1,
419,Statsminister Magdalena Andersson (S),,,1,,Vi har väldigt många som nu antas till utbildningarna.,We have very many who are now admitted to the educations.,1,1,
420,Statsminister Magdalena Andersson (S),,,0,,Nya poliser utexamineras kontinuerligt just nu.,New police officers are being graduated continuously right now.,2,1,
421,Statsminister Magdalena Andersson (S),,,0,,De ska när de anställs i Polismyndigheten självklart ha goda arbetsvillkor både vad gäller arbetsmiljö och vad de får för ersättning men självklart också i fråga om sina arbetsuppgifter.,"When they are employed by the Police Authority, they must of course have good working conditions both in terms of working environment and what they receive for compensation, but of course also in terms of their work tasks.",3,1,
422,Statsminister Magdalena Andersson (S),,,0,,Det jobbar regeringen stenhårt med.,The government is working hard on this.,4,1,
423,Statsminister Magdalena Andersson (S),,,0,,Jag vill fortsätta utbyggandet av polisväsendet.,I want to continue the expansion of the police force.,0,2,
424,Statsminister Magdalena Andersson (S),,,1,IMPOSSIBLE,Vi har redan nått mer än hälften av det mål som vi satte upp.,We have already reached more than half of the goal we set.,1,2,
425,Statsminister Magdalena Andersson (S),,,0,,Jag vill fortsätta det arbetet.,I want to continue that work.,2,2,
426,Statsminister Magdalena Andersson (S),,,0,,"Men jag vill också ge polisen nya verktyg och det som polisen själv ber om, nämligen mer arbete i kommunerna för att stoppa segregationen och nyrekryteringen.","But I also want to give the police new tools and what the police themselves ask for, namely more work in the municipalities to stop segregation and new recruitment.",3,2,
427,Statsminister Magdalena Andersson (S),,,0,,(Applåder),(Applause),0,3,
428,Jimmie Åkesson (SD),,,0,,Fru talman!,Madam President!,0,0,
429,Jimmie Åkesson (SD),,,0,,Jag tänkte att jag skulle följa upp det anförande jag höll alldeles nyss när det gäller restriktionerna.,I thought I would follow up on the speech I had just given on the restrictions.,1,0,
430,Jimmie Åkesson (SD),,,0,,"Först och främst har jag, mitt parti och de allra flesta i den här kammaren största respekt för att det krävs åtgärder i en allvarlig situation.","First and foremost, I, my party and the vast majority of those in this House have the utmost respect for the need for action in a serious situation.",0,1,
431,Jimmie Åkesson (SD),,,0,,"Det har också rått väldigt bred enighet om detta, åtminstone i en senare del av pandemin när också regeringen vaknade och insåg att vi behöver göra saker för att förhindra smittspridning och rädda liv.","There has also been very broad agreement on this, at least in a later part of the pandemic when the government also woke up and realized that we need to do things to prevent the spread of infection and save lives.",1,1,
432,Jimmie Åkesson (SD),,,0,,Det har gått två år.,It&#39;s been two years.,0,2,
433,Jimmie Åkesson (SD),,,0,,Vi har lärt oss mycket.,We&#39;ve learned a lot.,1,2,
434,Jimmie Åkesson (SD),,,0,,"Det blir allt viktigare ju längre tiden går att de åtgärder som vidtas är just träffsäkra, ändamålsenliga och proportionerliga.","It becomes increasingly important as time goes on that the measures taken are precisely accurate, appropriate and proportionate.",2,2,
435,Jimmie Åkesson (SD),,,0,,"Jag undrar, fru talman, om statsministern anser att de nya restriktioner som har införts är just träffsäkra, ändamålsenliga och proportionerliga.","I wonder, Madam President, whether the Prime Minister considers that the new restrictions that have been introduced are precisely accurate, appropriate and proportionate.",3,2,
436,Jimmie Åkesson (SD),,,0,,"I så fall, fru talman: Vilka belägg har Magdalena Andersson för att dessa restriktioner är just träffsäkra, ändamålsenliga och proportionerliga?","In that case, Madam President: What evidence does Magdalena Andersson have that these restrictions are accurate, appropriate and proportionate?",0,3,
437,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
438,Statsminister Magdalena Andersson (S),,,0,,Jag vill understryka hur allvarligt läget är just nu.,I would like to emphasize how serious the situation is right now.,1,0,
439,Statsminister Magdalena Andersson (S),,,1,,Vi har en rekordstor smittspridning för tillfället.,We have a record spread of infection at the moment.,2,0,
440,Statsminister Magdalena Andersson (S),,,1,,Den har aldrig varit högre sedan man började testa personer.,It has never been higher since people started testing people.,3,0,
441,Statsminister Magdalena Andersson (S),,,0,,Det är ytterst allvarligt.,It&#39;s extremely serious.,4,0,
442,Statsminister Magdalena Andersson (S),,,1,,Det vi ser är att vaccinet skyddar mot allvarlig sjukdom.,What we see is that the vaccine protects against serious disease.,0,1,
443,Statsminister Magdalena Andersson (S),,,1,,Men två sprutor tycks inte skydda mot smittspridning av omikron på samma sätt som det gjorde tidigare mot delta.,But two syringes do not seem to protect against the spread of omicrone in the same way as they did before against delta.,1,1,
444,Statsminister Magdalena Andersson (S),,,0,,Det gör att vi måste vidta ytterligare åtgärder för att nu få ned smittspridningen.,This means that we must take further measures to now reduce the spread of infection.,2,1,
445,Statsminister Magdalena Andersson (S),,,0,,Vi ser fler människor på våra sjukhus.,We see more people in our hospitals.,0,2,
446,Statsminister Magdalena Andersson (S),,,0,,Men det handlar också om att det ska finnas personal som kan arbeta på sjukhusen.,But it is also about having staff who can work in the hospitals.,1,2,
447,Statsminister Magdalena Andersson (S),,,0,,"Med alltför hög smittspridning kommer vi att riskera att alltför många av sjukvårdspersonalen, omsorgspersonalen, polisen, militären och alla andra viktiga samhällsfunktioner är sjukskrivna.","With too high a spread of infection, we run the risk that too many of the healthcare staff, care staff, the police, the military and all other important societal functions are on sick leave.",2,2,
448,Jimmie Åkesson (SD),,,0,,Fru talman!,Madam President!,0,0,
449,Jimmie Åkesson (SD),,,0,,Jag håller i stort sett med om det statsministern säger här.,I broadly agree with what the Prime Minister is saying here.,1,0,
450,Jimmie Åkesson (SD),,,0,,Men det var inte svar på mina frågor.,But that was not the answer to my questions.,2,0,
451,Jimmie Åkesson (SD),,,0,,Mina frågor gällde om just de åtgärder som har vidtagits är ändamålsenliga och i så fall vilka belägg som statsministern har för det.,"My questions were whether the measures that have been taken are appropriate and, if so, what evidence the Prime Minister has for this.",3,0,
452,Jimmie Åkesson (SD),,,1,,"Det finns för närvarande ingen överbeläggning, enligt intensivvårdsregistret.","There is currently no overcrowding, according to the intensive care unit.",0,1,
453,Jimmie Åkesson (SD),,,1,,Antalet inlagda patienter i slutenvården respektive i intensivvården som vårdas för just covid-19 utgjorde cirka en fjärdedel i förhållande till motsvarande period för ett år sedan.,The number of inpatients in intensive care and in intensive care who are cared for just covid-19 was about a quarter in relation to the corresponding period a year ago.,1,1,
454,Jimmie Åkesson (SD),,,0,,"Det är för mig obegripligt, fru talman, hur regeringen två år in i pandemin helt saknar marginal och beredskap för att hantera en sådan situation.","It is incomprehensible to me, Madam President, how the government two years into the pandemic completely lacks the margin and readiness to deal with such a situation.",0,2,
455,Jimmie Åkesson (SD),,,0,,"I stället återgår man till den här typen, hävdar jag, i vissa fall oproportionerliga och mindre träffsäkra åtgärder som innebär allvarliga ingrepp i den enskilda människans liv - i förhållande till den effekt de ger.","Instead, one returns to this type, I argue, in some cases disproportionate and less accurate measures that involve serious interference in the life of the individual - in relation to the effect they give.",1,2,
456,Jimmie Åkesson (SD),,,0,,Jag vill återigen att statsministern förklarar vilka belägg hon har för att åtgärderna är ändamålsenliga.,"Once again, I would like the Prime Minister to explain what evidence she has that the measures are appropriate.",0,3,
457,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
458,Statsminister Magdalena Andersson (S),,,0,,Man kan inte bara utgå från hur läget är nu.,You can not just assume how the situation is now.,1,0,
459,Statsminister Magdalena Andersson (S),,,1,SUBJECTIVE,Smittspridningen ökar mycket snabbt.,The spread of infection is increasing very rapidly.,2,0,
460,Statsminister Magdalena Andersson (S),,,1,SUBJECTIVE,Här finns en otroligt snabb smittspridning.,There is an incredibly fast spread of infection here.,3,0,
461,Statsminister Magdalena Andersson (S),,,0,,Det dröjer några veckor från smittspridning till att man ser effekten på vården.,It takes a few weeks from the spread of infection to the effect on care.,4,0,
462,Statsminister Magdalena Andersson (S),,,0,,"Det vi ser i vården i dag är inte relevant, utan det är hur vi tror att det kan vara om två, tre eller fyra veckor - framför allt om vi inte vidtar ytterligare åtgärder.","What we see in healthcare today is not relevant, but it is how we think it can be in two, three or four weeks - especially if we do not take further action.",5,0,
463,Statsminister Magdalena Andersson (S),,,0,,Syftet med de restriktioner som regeringen har infört är att minska de kontaktytor som människor har och där risken finns att viruset sprids.,The purpose of the restrictions that the government has introduced is to reduce the contact areas that people have and where there is a risk that the virus will spread.,0,1,
464,Statsminister Magdalena Andersson (S),,,0,,Det handlar naturligtvis också om att förbättra möjligheter för människor som måste arbeta på plats att ta sig till arbetet utan att riskera att bli smittade därför att det är trångt i kollektivtrafiken.,"Of course, it is also about improving opportunities for people who have to work on site to get to work without risking becoming infected because it is crowded in public transport.",1,1,
465,Statsminister Magdalena Andersson (S),,,0,,Där är hemarbetet oerhört viktigt.,Homework is extremely important there.,2,1,
466,Statsminister Magdalena Andersson (S),,,0,,Jag vill understryka allvaret i situationen.,I want to emphasize the seriousness of the situation.,0,2,
467,Statsminister Magdalena Andersson (S),,,0,,"Det handlar inte bara om hur många som ligger på sjukhus, utan det handlar om att det ska finnas personal som jobbar där - att inte alla läkare är hemma sjukskrivna.","It&#39;s not just about how many people are in hospital, but it&#39;s about having staff working there - that not all doctors are on sick leave at home.",1,2,
468,Statsminister Magdalena Andersson (S),,,0,,(Applåder),(Applause),0,3,
469,Annie Lööf (C),,,0,,Fru talman!,Madam President!,0,0,
470,Annie Lööf (C),,,0,,"Det har varit en styrka för Sverige att vi kan ha en samsyn när det gäller säkerhetspolitiken, att vi kan ha en god dialog med riksdagen och inte ägna oss åt politiskt spel.","It has been a strength for Sweden that we can have a consensus when it comes to security policy, that we can have a good dialogue with the Riksdag and not engage in political play.",1,0,
471,Annie Lööf (C),,,1,NEED_CONTEXT,Så uttryckte sig statsministern i samband med att hon bjöd in till samtal mellan riksdagens partier efter de senaste veckornas mycket allvarliga läge i vårt närområde på grund av helt oacceptabla ryska uttalanden och ageranden.,This is what the Prime Minister said in connection with her invitation to talks between the parliamentary parties after the very serious situation in our immediate area in recent weeks due to completely unacceptable Russian statements and actions.,0,1,
472,Annie Lööf (C),,,0,,"Jag välkomnar den hållningen från regeringen, men den kommentaren väcker ändå en del frågor.","I welcome that attitude from the government, but that comment still raises some questions.",1,1,
473,Annie Lööf (C),,,1,,Det finns redan i dag en majoritet i riksdagen för en svensk Nato-option.,There is already today a majority in the Riksdag for a Swedish NATO option.,0,2,
474,Annie Lööf (C),,,0,,"Om statsministern menar allvar med en bred samsyn och att lyssna in, bör regeringens säkerhetspolitiska linje anpassas utifrån vad en majoritet i riksdagen tycker.","If the Prime Minister is serious about a broad consensus and listening in, the government&#39;s security policy line should be adapted based on what a majority in the Riksdag thinks.",1,2,
475,Annie Lööf (C),,,0,,Är Magdalena Andersson på allvar beredd att pröva frågan om en Nato-option i de överläggningar som nu ska äga rum mellan riksdagens partier?,Is Magdalena Andersson seriously prepared to try the question of a NATO option in the deliberations that will now take place between the parliamentary parties?,2,2,
476,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
477,Statsminister Magdalena Andersson (S),,,1,,"Det finns ett tillkännagivande från riksdagen vad gäller Nato-option, och den frågan bereds naturligtvis just nu i Regeringskansliet.","There is an announcement from the Riksdag regarding the NATO option, and that question is of course currently being prepared in the Government Offices.",1,0,
478,Statsminister Magdalena Andersson (S),,,0,,Min uppfattning är tydlig.,My view is clear.,0,1,
479,Statsminister Magdalena Andersson (S),,,0,,Just nu behövs stabilitet.,"Right now, stability is needed.",1,1,
480,Statsminister Magdalena Andersson (S),,,0,,"Det är inte läge att ändra Sveriges säkerhetspolitiska linje, och det skulle inte gagna stabiliteten i den här allvarliga situationen.","It is not time to change Sweden&#39;s security policy line, and it would not benefit the stability of this serious situation.",2,1,
481,Statsminister Magdalena Andersson (S),,,0,,"Det är min uppfattning, och den är tydlig.","That is my view, and it is clear.",3,1,
482,Statsminister Magdalena Andersson (S),,,0,,"Däremot är det viktigt att riksdagen informeras om det säkerhetspolitiska läge Sverige befinner sig i, och det är därför vi har bjudit in till information i eftermiddag.","On the other hand, it is important that the Riksdag is informed about the security policy situation Sweden is in, and that is why we have invited information this afternoon.",0,2,
483,Annie Lööf (C),,,0,,Fru talman!,Madam President!,0,0,
484,Annie Lööf (C),,,0,,Det är ingen som har påkallat att Sverige skulle byta säkerhetspolitisk linje i all hast.,No one has called for Sweden to change its security policy line in a hurry.,1,0,
485,Annie Lööf (C),,,0,,Det här handlar om att vi själva beslutar vår egen försvars- och säkerhetspolitik och om att i likhet med Finland skicka en tydlig signal till Kreml om vad som gäller.,"This is about us deciding our own defense and security policy and, like Finland, sending a clear signal to the Kremlin about what applies.",2,0,
486,Annie Lööf (C),,,1,,"En svensk Nato-option, och det fördjupade Natosamarbete som en sådan innebär, skulle vara ett konkret sätt att fördjupa samarbetet med både Finland och Nato.","A Swedish NATO option, and the in-depth NATO co-operation as such, would be a concrete way of deepening co-operation with both Finland and NATO.",0,1,
487,Annie Lööf (C),,,1,,Dessutom är det ett beslut som Sveriges riksdag fattade för över ett år sedan.,"In addition, it is a decision made by the Swedish Parliament over a year ago.",1,1,
488,Annie Lööf (C),,,0,,"Om statsministern menar allvar med en bred samsyn kan det inte handla om information från en smal regering, utan det måste handla om seriösa och konstruktiva överläggningar och samarbeten för att få en bred samsyn.","If the Prime Minister is serious about a broad consensus, it can not be about information from a narrow government, but it must be about serious and constructive deliberations and collaborations in order to reach a broad consensus.",0,2,
489,Annie Lööf (C),,,0,,Är Magdalena Andersson på allvar beredd att pröva frågan om en Nato-option i de överläggningar som jag utgår från kommer att äga rum med start i eftermiddag?,Is Magdalena Andersson seriously prepared to try the question of whether a NATO option in the deliberations that I assume will take place starting this afternoon?,1,2,
490,Statsminister Magdalena Andersson (S),,,0,,Fru talman!,Madam President!,0,0,
491,Statsminister Magdalena Andersson (S),,,0,,"Jag avser inte att i det här läget, när vi behöver stabilitet, förändra regeringens linje på ett sådant sätt att den riskerar att öka instabiliteten.","I do not intend, in this situation, when we need stability, to change the government&#39;s line in such a way that it risks increasing instability.",1,0,
492,Statsminister Magdalena Andersson (S),,,0,,Däremot är regeringen glasklar mot Kreml och mot alla andra att den europeiska säkerhetsordningen gäller och att den inte är förhandlingsbar.,"On the other hand, the government is crystal clear to the Kremlin and to everyone else that the European security order applies and that it is not negotiable.",0,1,
493,Statsminister Magdalena Andersson (S),,,1,,Sverige har rätt att självt välja sin säkerhetspolitiska linje - vilka vi samarbetar med och vilka vi övar med.,Sweden has the right to choose its own security policy line - which we cooperate with and which we practice with.,1,1,
494,Statsminister Magdalena Andersson (S),,,0,,Detta är inte förhandlingsbart.,This is not negotiable.,2,1,
495,Statsminister Magdalena Andersson (S),,,0,,Det är också viktigt för de partier i Sveriges riksdag som vill ha en Nato-option eller till och med ett Natomedlemskap.,It is also important for those parties in Sweden&#39;s Riksdag that want a NATO option or even a NATO membership.,3,1,
496,Statsminister Magdalena Andersson (S),,,0,,Jag står upp för det också.,I stand up for that too.,4,1,
497,Statsminister Magdalena Andersson (S),,,0,,Men däremot kommer jag inte att ändra den svenska linjen.,"But on the other hand, I will not change the Swedish line.",5,1,
498,Statsminister Magdalena Andersson (S),,,0,,Det vore mycket olyckligt i det här läget och riskerar att öka instabiliteten.,It would be very unfortunate in this situation and risk increasing instability.,6,1,
499,Statsminister Magdalena Andersson (S),,,0,,(Applåder),(Applause),0,2,
500,Nooshi Dadgostar (V),,,0,,Fru talman!,Madam President!,0,0,
501,Nooshi Dadgostar (V),,,,,Produktionen av el i Sverige är billig.,The production of electricity in Sweden is cheap.,1,0,
502,Nooshi Dadgostar (V),,,,,Det kostar från några ören per kilowattimme att producera el i Sverige.,It costs from a few pennies per kilowatt hour to produce electricity in Sweden.,2,0,
503,Nooshi Dadgostar (V),,,,,Men för elkunderna den här vintern har det kostat upp till 6 kronor att köpa elen.,"But for electricity customers this winter, it has cost up to SEK 6 to buy electricity.",3,0,
504,Nooshi Dadgostar (V),,,,,Anledningen till det är att den billiga svenska elen kan exporteras till marknader i EU som har ett högre elpris.,The reason for this is that the cheap Swedish electricity can be exported to markets in the EU that have a higher electricity price.,4,0,
505,Nooshi Dadgostar (V),,,,,Det tjänar förstås kraftbolagen på.,"Of course, the power companies benefit from this.",5,0,
506,Nooshi Dadgostar (V),,,,,"Sedan behöver vi konkurrera med det priset och i vår tur betala ett ännu högre pris för att få tillbaka vår egen el, som vi har investerat i och producerat.","Then we need to compete with that price and in turn pay an even higher price to get back our own electricity, which we have invested in and produced.",6,0,
507,Nooshi Dadgostar (V),,,,,"Det här handlar om den integrerade elmarknaden i Europa, som den här regeringen aktivt har velat bygga sig in i.","This is about the integrated electricity market in Europe, which this government has actively wanted to build on.",7,0,
508,Nooshi Dadgostar (V),,,,,Frankrike kom i höstas med ett förslag om att det inte borde vara så.,France came last autumn with a proposal that this should not be the case.,0,1,
509,Nooshi Dadgostar (V),,,,,Varje lands egna förutsättningar behöver definiera priset.,Each country&#39;s own conditions need to define the price.,1,1,
510,Nooshi Dadgostar (V),,,,,Varför är regeringen emot detta?,Why is the government against this?,2,1,
511,Nooshi Dadgostar (V),,,,,Varför har man motverkat detta?,Why has this been counteracted?,3,1,
512,Nooshi Dadgostar (V),,,,,Varför ska de tyska gaspriserna definiera de svenska elpriserna?,Why should German gas prices define Swedish electricity prices?,4,1,
513,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
514,Statsminister Magdalena Andersson (S),,,,,Jag instämmer i Nooshi Dadgostars problembild.,I agree with Nooshi Dadgostar&#39;s problem picture.,1,0,
515,Statsminister Magdalena Andersson (S),,,,,De höga elpriserna är något som påverkar många svenska hushåll.,The high electricity prices are something that affects many Swedish households.,2,0,
516,Statsminister Magdalena Andersson (S),,,,,Många fick en chock när de öppnade elräkningen för december.,Many were shocked when they opened the electricity bill for December.,3,0,
517,Statsminister Magdalena Andersson (S),,,,,De skapar ekonomiska svårigheter inte minst för hushåll med små marginaler.,"They create financial difficulties, not least for households with small margins.",4,0,
518,Statsminister Magdalena Andersson (S),,,,,"Det är just därför som regeringen i dag kan presentera ett förslag som jag hoppas att riksdagen kan ställa sig bakom, nämligen om att underlätta för de hushåll som är särskilt drabbade av höga elräkningar.","That is precisely why the government today can present a proposal that I hope the Riksdag can support, namely to make it easier for households that are particularly affected by high electricity bills.",5,0,
519,Statsminister Magdalena Andersson (S),,,,,Vi tar här i Sverige ekonomin för vanliga svenska hushåll på allra största allvar.,"Here in Sweden, we take the economy for ordinary Swedish households very seriously.",6,0,
520,Statsminister Magdalena Andersson (S),,,,,Samtidigt behöver Sverige ibland importera el för att klara energiförsörjningen.,"At the same time, Sweden sometimes needs to import electricity to manage its energy supply.",0,1,
521,Statsminister Magdalena Andersson (S),,,,,"De flesta dagarna under året behövs inte det, men ibland behövs det.","Most days of the year it is not needed, but sometimes it is needed.",1,1,
522,Statsminister Magdalena Andersson (S),,,,,Då är det också viktigt att det finns överföringsmöjligheter från andra länder.,Then it is also important that there are transfer options from other countries.,2,1,
523,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
524,Nooshi Dadgostar (V),,,,,Nu framstår det som att vi inte har den möjligheten och att vi inte har haft den historiskt.,Now it appears that we do not have that opportunity and that we have not had it historically.,1,0,
525,Nooshi Dadgostar (V),,,,,Det är fullständigt självklart.,It&#39;s completely obvious.,2,0,
526,Nooshi Dadgostar (V),,,,,"Det är ingen som har varit emot att vi ska kunna reglera underskott och överskott med varandra, precis som vi har gjort i Norden i decennier.","No one has been opposed to us being able to regulate deficits and surpluses with each other, just as we have done in the Nordic region for decades.",3,0,
527,Nooshi Dadgostar (V),,,,,Vi har haft ett sådant system i de nordiska länderna där vi kan göra så med varandra.,We have had such a system in the Nordic countries where we can do so with each other.,4,0,
528,Nooshi Dadgostar (V),,,,,Det här är något annat.,This is something else.,0,1,
529,Nooshi Dadgostar (V),,,,,Det är därför det blir så stora prischocker.,That&#39;s why it&#39;s such a big price shock.,1,1,
530,Nooshi Dadgostar (V),,,,,Det råder i grunden inte en elkris.,There is basically no electricity crisis.,2,1,
531,Nooshi Dadgostar (V),,,,,Det säger regeringen själv.,The government itself says so.,3,1,
532,Nooshi Dadgostar (V),,,,,Vi producerar mer el än vad vi använder i Sverige.,We produce more electricity than we use in Sweden.,4,1,
